Series16_A549ACE2_Mock_1,Series16_A549ACE2_Mock_2,Series16_A549ACE2_Mock_3,Series16_A549ACE2_SARSCoV2_1,Series16_A549ACE2_SARSCoV2_2,Series16_A549ACE2_SARSCoV2_3,Series16_A549ACE2_SARSCoV2_Rux_1,Series16_A549ACE2_SARSCoV2_Rux_2,Series16_A549ACE2_SARSCoV2_Rux_3
LTR25_Xp11.3,0,0,1,2,2,1,3,1,1
LTR46_16q23.1,0,0,1,2,0,2,1,1,0
LTR46_19q13.43,0,0,2,0,0,0,0,0,0
LTR57_10p15.1,0,0,1,0,0,0,0,0,0
LTR57_11q21,0,0,1,0,0,0,0,0,0
LTR57_14q13.2a,0,0,1,1,0,0,0,1,0
LTR57_19p13.12,0,0,1,0,1,0,0,0,0
LTR57_22q12.2,0,0,1,0,0,0,0,0,0
LTR57_9q22.32,0,0,1,2,0,0,2,3,1
MER101_11q12.1a,0,0,1,0,1,0,0,1,0
MER101_12q24.13b,0,0,0,0,0,1,0,0,0
MER101_18q21.1a,0,0,1,4,0,3,7,6,1
MER101_18q22.3b,0,0,1,0,0,0,0,0,1
MER101_1p22.2a,0,0,1,0,0,1,0,0,0
MER101_1p22.2b,0,0,0,0,0,0,0,0,0
MER101_20q13.12,0,0,1,0,0,0,0,0,0
MER101_7q22.1a,0,0,1,3,1,2,1,4,2
MER101_9q31.1a,0,0,1,0,1,0,0,0,0
MER34B_1q23.1,0,0,1,3,1,1,3,1,0
MER34B_1q42.13,0,0,1,0,0,0,0,0,0
MER34B_7q11.23c,0,0,0,0,0,0,0,0,0
MER4_10q11.22a,0,0,0,0,0,0,0,0,0
MER4_10q11.22b,0,0,0,0,0,0,0,0,0
MER4_10q21.2b,0,0,0,0,0,0,0,0,0
MER4_11p15.4b,0,0,1,0,0,0,0,0,0
MER4_11q12.3a,0,0,1,0,0,0,0,0,0
MER4_12p13.31a,0,0,0,0,1,1,1,0,1
MER4_12q12e,0,0,0,0,0,0,0,0,0
MER4_12q21.1a,0,0,0,0,0,0,0,1,0
MER4_12q22b,0,0,0,0,0,0,0,1,0
MER4_13q12.12a,0,0,0,0,0,0,0,0,0
MER4_13q12.12b,0,0,0,0,0,0,0,0,0
MER4_14q11.2a,0,0,0,0,0,0,0,0,0
MER4_14q11.2d,0,0,0,0,0,0,0,0,0
MER4_14q11.2e,0,0,0,0,0,0,0,0,0
MER4_14q21.1a,0,0,1,0,0,1,3,1,1
MER4_14q32.31b,0,0,0,0,0,0,0,0,0
MER4_15q21.2b,0,0,0,0,0,0,0,0,0
MER4_19q13.41a,0,0,0,0,0,0,0,0,0
MER4_1p12a,0,0,0,0,0,0,0,0,0
MER4_1p34.1c,0,0,0,1,1,0,2,0,3
MER4_1q24.1a,0,0,0,0,0,0,0,0,0
MER4_1q24.1b,0,0,0,0,0,0,0,0,0
MER4_1q41b,0,0,0,0,0,0,0,0,0
MER4_22q11.1a,0,0,0,0,0,0,0,0,0
MER4_22q13.33b,0,0,0,0,0,0,0,0,0
MER4_2q12.3,0,0,0,0,0,1,0,0,0
MER4_2q14.2,0,0,0,0,0,1,0,0,2
MER4_2q36.3b,0,0,0,0,0,0,0,0,0
MER4_3p24.3a,0,0,0,0,0,0,0,0,0
MER4_3p24.3c,0,0,0,0,0,0,0,0,0
MER4_3p25.1a,0,0,0,1,0,0,1,2,0
MER4_3q11.2a,0,0,0,0,0,0,0,0,0
MER4_4q25a,0,0,0,0,0,0,0,0,0
MER4_4q26a,0,0,0,0,0,0,0,0,0
MER4_4q28.2b,0,0,0,0,0,0,0,0,0
MER4_4q28.3a,0,0,0,0,0,0,0,0,0
MER4_5p14.3b,0,0,0,0,0,0,0,0,0
MER4_5q33.1a,0,0,1,3,0,2,4,4,2
MER4_5q35.3a,0,0,1,0,0,0,1,0,0
MER4_6q22.1b,0,0,1,8,6,15,11,4,3
MER4_6q22.1c,0,0,0,0,0,0,0,0,0
MER4_6q25.2a,0,0,0,0,0,0,0,0,0
MER4_6q27a,0,0,0,0,0,0,0,0,0
MER4_7q21.2,0,0,0,0,0,0,0,0,0
MER4_8q12.1a,0,0,0,0,0,0,0,0,0
MER4_9p21.2,0,0,0,0,0,0,0,0,0
MER4_9q22.31b,0,0,0,0,0,0,0,0,0
MER4_9q22.32,0,0,1,0,0,0,0,0,0
MER4_Xp11.21a,0,0,1,0,0,1,3,0,2
MER4_Xp11.3b,0,0,0,0,0,0,0,0,0
MER4_Xp22.11a,0,0,0,0,0,0,0,0,0
MER4_Xp22.11b,0,0,0,0,0,0,0,0,0
MER4_Xq13.1,0,0,0,3,1,1,1,0,0
MER4_Xq21.31k,0,0,0,0,0,0,0,0,0
MER4_Xq21.31o,0,0,0,0,0,0,0,0,0
MER4_Xq21.32b,0,0,0,0,0,0,0,0,0
MER4_Xq21.32c,0,0,0,0,0,0,0,0,0
MER4_Xq21.33e,0,0,0,0,0,0,0,0,0
MER4_Xq22.1a,0,0,0,0,0,0,0,0,0
MER4_Xq22.1d,0,0,0,0,0,0,0,0,0
MER4_Xq22.3a,0,0,0,0,0,0,0,0,0
MER4_Xq24b,0,0,0,0,0,0,0,0,0
MER4_Xq24d,0,0,0,0,1,1,2,1,0
MER4_Xq25e,0,0,0,0,0,0,0,0,0
MER4_Xq27.3l,0,0,0,0,0,0,0,0,0
MER4_Xq28b,0,0,1,0,0,0,0,0,0
MER4_Yq11.221e,0,0,0,0,0,0,0,0,0
MER41_10q21.2,0,0,0,0,0,0,0,0,0
MER41_11p15.5a,0,0,0,0,0,0,0,0,0
MER41_11q14.1a,0,0,0,0,0,0,0,0,0
MER41_11q22.3b,0,0,1,0,0,0,0,0,0
MER41_11q23.3,0,0,0,0,0,0,0,0,0
MER41_13q34b,0,0,2,0,1,0,3,0,1
MER41_14q24.2a,0,0,0,0,0,0,0,0,0
MER41_15q21.2a,0,0,1,0,1,0,0,2,0
MER41_15q24.1,0,0,0,0,0,0,0,0,0
MER41_15q24.2,0,0,1,0,0,0,0,0,0
MER41_17p11.2b,0,0,0,1,0,0,0,0,0
MER41_19p12a,0,0,0,0,0,0,0,0,0
MER41_19p12b,0,0,0,0,0,0,0,0,0
MER41_1q31.1,0,0,0,0,0,0,0,0,0
MER41_1q41b,0,0,0,0,0,0,0,0,0
MER41_21q22.11b,0,0,0,0,0,0,0,0,0
MER41_21q22.3b,0,0,0,0,0,0,0,0,0
MER41_22q12.3c,0,0,0,0,0,0,0,0,0
MER41_2p12,0,0,0,0,0,0,0,0,0
MER41_2p24.3,0,0,0,0,0,0,0,0,0
MER41_3p22.3b,0,0,0,0,0,0,0,0,0
MER41_3p24.3b,0,0,0,0,0,0,0,0,0
MER41_3q27.1,0,0,0,0,0,0,1,0,1
MER41_4q13.2d,0,0,1,2,0,0,0,0,0
MER41_4q22.1a,0,0,0,0,0,0,0,0,0
MER41_4q34.1c,0,0,0,0,0,0,0,0,0
MER41_5q33.3,0,0,1,0,0,0,0,0,0
MER41_6q21b,0,0,0,0,0,0,0,0,0
MER41_6q24.1,0,0,0,0,0,0,0,0,0
MER41_7p14.1b,0,0,0,0,0,0,0,0,0
MER41_7q34a,0,0,0,0,0,0,0,0,0
MER41_8p11.21,0,0,1,0,0,0,0,2,0
MER41_8p11.22,0,0,2,2,1,0,0,0,1
MER41_9p24.1b,0,0,1,0,0,0,0,0,0
MER4B_13q14.11a,0,0,2,0,0,0,1,0,0
MER4B_14q11.2b,0,0,1,5,3,2,11,7,5
MER4B_14q21.1a,0,0,1,0,1,0,0,0,0
MER4B_18q12.2,0,0,1,0,0,0,0,1,1
MER4B_4q13.3c,0,0,0,0,0,0,0,0,0
MER4B_9p13.3,0,0,2,2,1,0,1,1,1
MER4B_9q22.33,0,0,1,0,0,0,0,0,0
MER4B_Xq22.3e,0,0,0,0,0,0,0,0,0
MER61_11p12b,0,0,0,0,0,0,0,0,0
MER61_11q14.1a,0,0,0,0,0,0,0,0,0
MER61_12q15a,0,0,1,0,0,0,0,0,0
MER61_13q22.1,0,0,0,0,0,0,0,0,0
MER61_14q23.3,0,0,0,0,0,0,0,0,0
MER61_14q31.1a,0,0,0,0,0,0,0,0,0
MER61_17q11.2,0,0,0,0,0,1,0,1,0
MER61_18q21.2a,0,0,0,0,0,0,0,0,0
MER61_1p13.2b,0,0,0,0,0,0,0,0,0
MER61_1p31.1b,0,0,0,0,0,0,0,0,0
MER61_1p34.1a,0,0,0,2,0,0,1,0,1
MER61_1p36.13,0,0,0,0,0,0,0,0,0
MER61_1q24.3a,0,0,0,0,0,0,0,0,0
MER61_1q42.2a,0,0,0,0,0,1,0,0,1
MER61_21q22.11,0,0,0,0,0,0,0,1,0
MER61_2q31.1a,0,0,0,0,0,1,0,0,0
MER61_2q32.1b,0,0,0,0,0,0,0,0,0
MER61_2q32.1c,0,0,0,0,0,0,0,0,0
MER61_3p14.2,0,0,0,0,0,0,0,0,0
MER61_3p22.3a,0,0,1,0,0,0,0,0,1
MER61_3p22.3b,0,0,0,0,0,0,0,0,0
MER61_3q25.31,0,0,0,0,0,0,0,0,0
MER61_3q28,0,0,0,0,0,0,0,0,0
MER61_4q25,0,0,0,0,0,0,0,0,0
MER61_4q31.21a,0,0,1,0,0,0,0,0,0
MER61_4q32.1b,0,0,0,0,0,0,0,0,0
MER61_5q22.1,0,0,1,0,0,0,0,2,0
MER61_5q23.1,0,0,0,0,0,0,0,0,0
MER61_6q13b,0,0,1,0,0,0,0,0,0
MER61_6q15,0,0,1,0,1,0,2,0,0
MER61_6q16.3a,0,0,0,0,1,0,0,0,0
MER61_7p14.1,0,0,0,0,0,0,1,1,1
MER61_7p14.3b,0,0,1,2,1,5,8,10,5
MER61_7p15.3,0,0,0,0,0,0,0,0,0
MER61_7q31.33,0,0,0,0,0,0,0,0,0
MER61_8q23.1a,0,0,3,1,0,0,0,0,1
MER61_8q24.22,0,0,0,0,0,0,0,0,0
MER61_9p21.3,0,0,0,0,0,0,0,0,0
MER61_Xp11.3a,0,0,0,0,0,0,0,0,0
MER61_Xp11.4,0,0,0,0,0,0,0,0,0
MER61_Xp21.1c,0,0,0,0,0,0,0,0,0
MER61_Xq21.31a,0,0,1,0,0,0,1,0,0
MER61_Xq21.31e,0,0,0,0,0,0,0,0,0
MER61_Xq21.32,0,0,0,0,0,0,0,0,0
MER61_Xq23b,0,0,0,0,0,0,0,0,0
MER61_Xq27.3b,0,0,0,0,0,0,0,0,0
PABLA_11q12.1b,0,0,1,0,0,0,0,0,0
PABLA_12p12.1,0,0,0,1,0,0,3,0,2
PABLA_13q21.33,0,0,0,0,0,0,0,1,0
PABLA_14q23.2,0,0,0,0,0,0,0,0,0
PABLA_19q13.2,0,0,0,0,0,0,0,0,0
PABLA_1q31.1,0,0,0,0,0,2,2,2,0
PABLA_2p25.3,0,0,0,0,0,0,0,0,0
PABLA_6p12.3,0,0,0,0,0,0,0,0,0
PABLA_6p21.2,0,0,1,0,0,0,0,0,0
PABLA_6q27b,0,0,0,0,0,0,0,0,0
PABLA_7q11.21a,0,0,0,0,0,0,0,0,0
PABLA_8q11.23,0,0,0,0,0,0,0,0,0
PABLA_8q23.3,0,0,0,0,0,0,0,0,0
PABLB_2q31.1,0,0,1,0,0,0,0,0,0
PABLB_7q11.21,0,0,1,0,0,1,0,3,1
PRIMA4_1q21.1c,0,0,0,0,0,0,0,0,0
PRIMA4_1q21.1e,0,0,0,0,0,0,0,0,0
PRIMA4_1q21.2a,0,0,0,0,0,0,0,0,0
PRIMA4_1q21.2b,0,0,0,0,0,0,0,0,0
PRIMA41_10q23.1,0,0,1,0,0,1,0,0,0
PRIMA41_1p36.13b,0,0,0,0,0,0,0,0,0
PRIMA41_1p36.13c,0,0,0,0,0,0,0,0,0
PRIMA41_1q25.1,0,0,1,0,0,0,0,0,0
PRIMA41_3q21.3b,0,0,1,0,0,0,0,0,0
ERV316A3_11q22.1l,0,0,0,0,0,0,0,0,0
ERV316A3_11q22.1m,0,0,0,1,0,0,0,0,0
ERV316A3_12q21.2,0,0,0,1,0,0,0,2,0
ERV316A3_12q24.11,0,0,0,1,0,0,0,0,0
ERV316A3_13q14.13,0,0,0,1,0,1,0,0,0
ERV316A3_13q32.1a,0,0,0,1,1,0,1,0,0
ERV316A3_13q33.3b,0,0,0,1,1,4,2,1,2
ERV316A3_13q33.3c,0,0,0,1,0,0,1,1,2
ERV316A3_14q22.3b,0,0,0,1,0,0,0,0,1
ERV316A3_14q23.2a,0,0,0,2,0,0,0,0,0
ERV316A3_17q21.31,0,0,0,1,1,0,0,0,0
ERV316A3_17q21.33c,0,0,0,2,0,1,1,3,3
ERV316A3_17q23.2a,0,0,0,1,0,0,0,0,0
ERV316A3_18q21.1a,0,0,0,1,0,0,0,0,0
ERV316A3_1p22.3c,0,0,0,2,0,0,0,0,0
ERV316A3_1q24.3a,0,0,0,6,7,2,9,7,2
ERV316A3_1q41d,0,0,0,6,0,3,5,2,3
ERV316A3_20p12.1c,0,0,0,1,0,0,0,0,0
ERV316A3_2p16.1b,0,0,0,1,0,0,0,2,0
ERV316A3_2q33.1g,0,0,0,1,0,1,0,0,0
ERV316A3_2q36.2,0,0,0,1,0,1,0,0,0
ERV316A3_3p12.1d,0,0,0,1,0,0,0,0,0
ERV316A3_3p21.31d,0,0,0,1,0,0,0,0,0
ERV316A3_3p25.2d,0,0,0,1,0,0,0,0,0
ERV316A3_3q13.12d,0,0,0,1,0,0,0,0,0
ERV316A3_3q13.12f,0,0,0,1,0,0,0,0,0
ERV316A3_3q27.3d,0,0,0,1,0,0,0,0,0
ERV316A3_4q32.2d,0,0,0,2,1,0,1,5,1
ERV316A3_4q35.2a,0,0,0,2,0,3,0,0,0
ERV316A3_5q13.2c,0,0,0,1,0,0,0,0,0
ERV316A3_5q14.3e,0,0,0,1,0,0,0,0,0
ERV316A3_5q35.2a,0,0,0,1,0,0,0,0,0
ERV316A3_6p22.1a,0,0,0,2,3,0,1,0,1
ERV316A3_6p22.1h,0,0,0,1,0,0,0,0,0
ERV316A3_6p24.3e,0,0,0,2,0,0,0,0,0
ERV316A3_6q24.2a,0,0,0,1,0,0,2,1,0
ERV316A3_6q25.1b,0,0,0,1,0,0,0,0,0
ERV316A3_6q25.2e,0,0,0,1,0,0,1,0,0
ERV316A3_7q21.12b,0,0,0,1,0,2,0,1,1
ERV316A3_7q36.1a,0,0,0,0,0,0,0,0,0
ERV316A3_7q36.2c,0,0,0,1,0,0,0,0,0
ERV316A3_8q21.11e,0,0,0,3,0,0,2,0,0
ERV316A3_8q22.3a,0,0,0,1,0,0,1,0,0
ERV316A3_8q24.3e,0,0,0,1,0,0,0,1,1
ERV316A3_9p13.3a,0,0,0,1,1,0,0,0,0
ERV316A3_9q33.2,0,0,0,2,0,2,1,3,2
ERV316A3_9q34.3d,0,0,0,1,0,2,0,0,0
ERVL_10q23.31,0,0,0,4,2,5,10,5,3
ERVL_15q13.2,0,0,0,0,0,0,0,0,0
ERVL_3p25.1,0,0,0,1,0,0,1,0,0
ERVL_7p21.3,0,0,0,1,0,0,0,0,0
ERVLB4_10p11.22b,0,0,0,2,1,0,1,3,3
ERVLB4_11p15.4c,0,0,0,1,0,0,0,0,2
ERVLB4_12p11.22a,0,0,0,1,1,0,0,0,0
ERVLB4_12p13.31d,0,0,0,1,0,1,0,0,0
ERVLB4_14q32.11b,0,0,0,1,0,0,0,0,0
ERVLB4_15q13.3b,0,0,0,1,0,0,0,0,0
ERVLB4_16q12.1,0,0,0,1,1,0,0,1,0
ERVLB4_17q25.3a,0,0,0,1,1,0,1,0,0
ERVLB4_19q13.11,0,0,0,1,0,1,3,2,4
ERVLB4_1q23.1a,0,0,0,1,0,0,0,0,0
ERVLB4_2q11.1a,0,0,0,1,0,0,0,0,1
ERVLB4_2q12.1a,0,0,0,1,0,0,2,0,0
ERVLB4_3q26.31a,0,0,0,1,0,0,0,1,0
ERVLB4_3q28a,0,0,0,1,0,0,0,0,0
ERVLB4_3q29b,0,0,0,1,1,0,0,2,0
ERVLB4_4q21.23a,0,0,0,1,0,0,0,0,1
ERVLB4_4q32.3c,0,0,0,1,0,0,0,1,0
ERVLB4_6q23.2b,0,0,0,1,0,0,0,0,0
ERVLB4_6q27c,0,0,0,5,4,9,8,3,3
ERVLB4_7q21.3a,0,0,0,1,0,0,0,0,1
ERVLB4_9q22.31c,0,0,0,1,0,0,0,0,0
ERVLB4_9q22.32,0,0,0,1,0,0,0,0,0
ERVLE_10p11.22b,0,0,0,1,0,2,0,0,0
ERVLE_11q13.1b,0,0,0,1,0,1,1,0,0
ERVLE_11q22.1d,0,0,0,1,0,0,0,0,1
ERVLE_12q23.3a,0,0,0,1,0,0,1,0,0
ERVLE_12q24.21,0,0,0,1,0,0,0,0,0
ERVLE_13q12.11,0,0,0,1,1,0,0,0,0
ERVLE_14q31.3e,0,0,0,1,0,0,0,0,0
ERVLE_15q24.3d,0,0,0,1,0,0,1,0,1
ERVLE_15q25.3e,0,0,0,1,0,0,0,1,1
ERVLE_18p11.21d,0,0,0,1,6,9,4,4,4
ERVLE_18q21.32c,0,0,0,1,0,0,0,0,0
ERVLE_19p13.2c,0,0,0,1,0,0,2,2,1
ERVLE_19q13.2a,0,0,0,1,1,1,6,1,3
ERVLE_1p34.3c,0,0,0,1,0,0,0,0,0
ERVLE_1p35.1a,0,0,0,1,0,0,0,0,0
ERVLE_1p36.11d,0,0,0,1,0,1,1,0,1
ERVLE_1q41m,0,0,0,2,2,0,3,6,3
ERVLE_1q42.12b,0,0,0,1,0,3,1,0,0
ERVLE_1q42.2d,0,0,0,1,0,0,0,0,0
ERVLE_21q22.13a,0,0,0,1,0,0,0,0,1
ERVLE_2p13.1,0,0,0,1,0,0,0,0,0
ERVLE_2p24.1f,0,0,0,1,0,0,0,0,0
ERVLE_2q12.3b,0,0,0,1,0,0,0,0,0
ERVLE_2q12.3c,0,0,0,1,0,0,0,0,0
ERVLE_2q35b,0,0,0,1,0,0,0,0,0
ERVLE_2q37.3a,0,0,0,1,0,0,0,1,0
ERVLE_2q37.3c,0,0,0,1,0,0,0,0,0
ERVLE_2q37.3e,0,0,0,1,0,0,1,0,0
ERVLE_4q23d,0,0,0,1,0,0,0,0,0
ERVLE_4q35.2b,0,0,0,3,0,0,3,2,5
ERVLE_5p14.1l,0,0,0,1,0,0,0,0,0
ERVLE_5p14.2f,0,0,0,2,0,0,2,3,0
ERVLE_5q23.3b,0,0,0,1,0,0,0,0,0
ERVLE_5q35.1b,0,0,0,1,0,0,0,0,0
ERVLE_6q14.1k,0,0,0,1,0,0,0,0,0
ERVLE_6q21a,0,0,0,1,0,0,0,0,0
ERVLE_7p22.1b,0,0,0,1,0,0,0,0,0
ERVLE_7q32.3b,0,0,0,2,1,1,2,4,3
ERVLE_8p11.21c,0,0,0,1,0,0,0,0,0
ERVLE_8q12.3f,0,0,0,2,0,0,0,1,0
ERVLE_8q13.1a,0,0,0,1,0,0,0,0,0
ERVLE_8q24.22e,0,0,0,2,0,1,1,0,0
ERVLE_9p21.3a,0,0,0,1,1,2,0,0,3
ERVLE_9p22.1,0,0,0,1,1,2,0,0,1
HERV3_18p11.21,0,0,0,1,0,0,0,0,0
HERV3_1q42.13,0,0,0,1,0,0,0,0,0
HERV3_3q13.2,0,0,0,0,0,0,0,0,0
HERV3_6p12.2,0,0,0,0,0,0,0,0,0
HERV3_6p21.33,0,0,0,0,0,0,0,0,0
HERV30_3p12.2,0,0,0,0,0,0,0,0,0
HERV30_4q13.2b,0,0,0,0,0,0,0,0,0
HERV30_6q22.31,0,0,0,1,1,1,0,0,0
HERV30_Yq11.221b,0,0,0,0,0,0,0,0,0
HERV30_Yq11.223,0,0,0,0,0,0,0,0,0
HERV4_2q31.1,0,0,0,1,2,0,0,0,0
HERV9_Yq11.221g,0,0,0,0,0,0,0,0,0
HERVFH19_12q24.23,0,0,0,1,0,1,0,0,0
HERVFH19_13q34,0,0,0,1,0,0,0,0,1
HERVFH19_5q21.2,0,0,0,0,0,0,0,0,0
HERVFH19_Xp11.3a,0,0,0,0,0,0,0,0,0
HERVFH21_10q22.1a,0,0,0,0,0,0,0,0,0
HERVFH21_1q23.1,0,0,0,0,0,0,0,0,0
HERVFH21_3q23,0,0,0,0,0,0,0,0,0
HERVFH21_Xq21.1,0,0,0,0,0,0,0,0,0
HERVFRD_10p11.22a,0,0,0,2,3,3,6,9,2
HERVFRD_11q12.1,0,0,0,1,0,1,1,2,0
HERVFRD_22q12.3,0,0,0,2,0,0,6,0,2
HERVH_19p12j,0,0,0,0,0,0,0,0,0
HERVH48_2p25.1,0,0,0,1,1,0,1,0,1
HERVI_10q23.1,0,0,0,0,0,0,0,0,0
HERVI_2q14.3,0,0,0,0,0,0,0,0,0
HERVI_6q22.31,0,0,0,1,0,0,0,0,0
HERVI_9p24.1,0,0,0,2,0,0,0,0,0
HERVIP10F_2q23.3,0,0,0,1,0,0,1,1,0
HERVIP10F_5q14.2,0,0,0,1,0,0,1,0,1
HERVIP10F_5q23.1,0,0,0,0,0,0,0,0,0
HERVIP10F_6q15,0,0,0,0,0,0,0,0,0
HERVIP10FH_11q22.1b,0,0,0,0,0,0,0,0,0
HERVIP10FH_12p11.21,0,0,0,0,0,0,0,0,0
HERVIP10FH_15q13.3,0,0,0,1,0,0,0,0,0
HERVIP10FH_1p33b,0,0,0,1,0,0,1,1,0
HERVIP10FH_4p15.32,0,0,0,1,0,0,0,0,0
HERVK14C_15q21.1,0,0,0,0,0,0,0,0,0
HERVK14C_6p12.3,0,0,0,0,0,0,0,0,0
HERVK14C_Yp11.2b,0,0,0,0,0,0,0,0,0
HERVK14C_Yq11.223c,0,0,0,0,0,0,0,0,0
HERVKC4_19p13.2,0,0,0,1,0,0,1,0,0
HERVL_10q23.2,0,0,0,1,0,0,1,1,2
HERVL_10q25.2b,0,0,0,0,0,0,0,0,0
HERVL_11p12a,0,0,0,0,0,0,0,0,0
HERVL_11p12d,0,0,0,0,0,0,0,0,0
HERVL_12q21.1e,0,0,0,1,0,0,0,0,0
HERVL_12q21.31g,0,0,0,1,0,0,0,0,0
HERVL_14q22.3a,0,0,0,1,0,0,0,0,2
HERVL_21q21.3b,0,0,0,0,0,0,0,0,0
HERVL_2p24.2b,0,0,0,0,0,0,0,0,0
HERVL_2q14.1,0,0,0,1,0,0,0,0,0
HERVL_3p22.3c,0,0,0,0,0,0,0,0,0
HERVL_4p15.2b,0,0,0,0,0,0,0,0,0
HERVL_4p15.33,0,0,0,1,0,0,0,0,0
HERVL_4q28.3c,0,0,0,0,0,0,0,0,0
HERVL_5q14.3d,0,0,0,0,0,0,0,0,0
HERVL_6q24.1b,0,0,0,0,0,0,0,0,0
HERVL_6q24.1g,0,0,0,0,0,0,0,0,0
HERVL_7p22.2,0,0,0,0,0,0,0,0,0
HERVL_7q31.1h,0,0,0,0,0,0,0,0,0
HERVL_8q12.3b,0,0,0,2,0,0,0,0,0
HERVL_8q21.11,0,0,0,1,0,0,0,0,0
HERVL_8q24.23,0,0,0,1,0,0,0,0,0
HERVL_9p21.1e,0,0,0,2,0,0,1,1,2
HERVL_9q31.3,0,0,0,0,0,0,0,0,0
HERVL_Xp11.21a,0,0,0,0,0,0,0,0,0
HERVL_Xq21.1f,0,0,0,0,0,0,0,0,0
HERVL_Xq21.1h,0,0,0,0,0,0,0,0,0
HERVL_Xq25e,0,0,0,0,0,0,0,0,0
HERVL18_21q21.3,0,0,0,1,0,0,0,0,0
HERVL18_4q23,0,0,0,2,0,0,0,0,0
HERVL18_5q34,0,0,0,0,0,0,0,0,0
HERVL18_9q22.31,0,0,0,1,0,0,0,0,0
HERVL40_10p12.31a,0,0,0,1,0,0,0,0,0
HERVL40_11q22.3b,0,0,0,1,0,0,0,0,0
HERVL40_12p13.2b,0,0,0,0,0,0,0,0,0
HERVL40_14q13.1b,0,0,0,1,0,0,0,0,0
HERVL40_19q13.33,0,0,0,1,0,0,0,1,0
HERVL40_8q24.21,0,0,0,1,0,0,0,0,0
HERVL40_9q34.3,0,0,0,1,0,0,0,0,0
HERVL40_Xp11.23a,0,0,0,1,0,0,0,0,0
HERVL66_5q15,0,0,0,0,0,0,0,0,0
HERVL74_11q13.5a,0,0,0,1,0,0,0,1,0
HERVL74_19q13.11a,0,0,0,1,1,1,0,0,0
HERVL74_19q13.11b,0,0,0,1,0,0,0,1,0
HERVL74_Xq25,0,0,0,1,0,0,0,0,0
HERVP71A_10q25.1,0,0,0,1,0,2,1,0,0
HERVP71A_12p13.31b,0,0,0,1,0,0,1,0,0
HERVP71A_13q21.32,0,0,0,8,10,2,1,0,0
HERVP71A_2q32.3,0,0,0,0,0,0,0,0,0
HERVP71A_3q28,0,0,0,0,1,0,0,0,0
HERVP71A_8q24.13,0,0,0,0,0,0,0,0,0
HERVS71_Yq11.23a,0,0,0,0,0,0,0,0,0
HERVS71_Yq11.23b,0,0,0,0,0,0,0,0,0
HERVW_8q24.21,0,0,0,1,0,0,0,0,0
HML1_10q26.3,0,0,0,0,0,0,0,0,0
HML1_11p15.1b,0,0,0,0,0,0,0,0,0
HML1_19q13.41a,0,0,0,0,0,1,0,0,0
HML2_17p13.1,0,0,0,1,1,3,2,0,0
HML5_11q12.1,0,0,0,0,0,0,0,0,0
HML5_12p13.31,0,0,0,0,0,0,0,0,0
HML5_12q15,0,0,0,1,0,0,3,2,0
HML5_14q21.2,0,0,0,0,0,0,0,0,0
HML5_15q21.2,0,0,0,0,0,0,0,0,0
HML5_19p12f,0,0,0,0,0,0,0,0,0
HML5_1p22.2,0,0,0,0,0,0,0,0,0
HML5_5p14.3,0,0,0,0,0,0,0,0,0
HML5_5q33.1,0,0,0,1,0,0,1,0,0
HML5_8p23.1a,0,0,0,1,0,0,0,0,0
HML5_Xq21.33,0,0,0,0,0,0,0,0,0
HML6_12p11.21,0,0,0,0,0,0,0,0,0
HML6_19p12d,0,0,0,0,0,0,0,0,0
HML6_19q13.41d,0,0,0,0,0,0,0,0,0
HML6_Yq11.223a,0,0,0,0,0,0,0,0,0
HML6_Yq11.223b,0,0,0,0,0,0,0,0,0
HUERSP1_11p15.2a,0,0,0,0,0,1,1,0,0
HUERSP1_11p15.4b,0,0,0,0,0,0,0,0,0
HUERSP1_15q21.1a,0,0,0,1,0,1,2,1,1
HUERSP1_15q21.1b,0,0,0,0,0,0,0,0,0
HUERSP1_3p25.3a,0,0,0,1,0,0,0,0,0
HUERSP2_17p12,0,0,0,1,0,0,0,0,0
HUERSP2_2q24.2,0,0,0,1,2,2,0,0,0
HUERSP3_10q23.33b,0,0,0,1,1,0,0,0,0
HUERSP3_18q22.1,0,0,0,0,0,0,0,0,0
HUERSP3_2q24.2,0,0,0,0,0,0,0,0,0
HUERSP3_3p12.1,0,0,0,1,0,0,0,0,0
HUERSP3B_11p12,0,0,0,0,0,2,0,0,0
HUERSP3B_3q26.31b,0,0,0,1,0,0,1,0,0
HUERSP3B_Xq22.1,0,0,0,2,0,1,1,2,2
L1FLnI_11p11.12c,0,0,0,0,0,0,0,0,0
L1FLnI_11p15.4l,0,0,0,0,0,0,0,0,0
L1FLnI_11q14.1z,0,0,0,0,0,0,0,0,0
L1FLnI_11q21ba,0,0,0,1,0,0,0,0,0
L1FLnI_11q21ga,0,0,0,0,0,0,0,0,0
L1FLnI_11q22.1t,0,0,0,1,3,0,1,0,0
L1FLnI_12q13.11t,0,0,0,0,0,0,0,0,0
L1FLnI_12q21.1l,0,0,0,0,0,1,0,0,0
L1FLnI_13q21.1a,0,0,0,0,0,0,0,0,0
L1FLnI_13q21.2c,0,0,0,0,0,0,0,0,0
L1FLnI_13q21.2l,0,0,0,0,0,0,0,0,0
L1FLnI_13q31.1d,0,0,0,1,0,0,0,0,0
L1FLnI_14q12ma,0,0,0,0,0,0,0,0,0
