N3,N2,B1,B2,P3,P2,P1,N1,C1,C2,C3
ERVLB4_11q12.2a,2,0,0,0,4,0,0,0,0,2,3
ERVLB4_11q13.2,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_11q13.4a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_11q13.4b,3,2,0,0,0,0,1,0,0,0,0
ERVLB4_11q14.3a,1,1,0,0,0,1,0,1,0,1,0
ERVLB4_11q21b,1,0,0,0,0,0,0,0,0,0,0
ERVLB4_11q22.3d,10,1,0,0,3,3,2,1,0,0,3
ERVLB4_11q24.3a,7,1,0,0,0,11,0,7,0,0,0
ERVLB4_11q24.3b,1,0,0,0,0,0,0,1,0,0,0
ERVLB4_12p11.22a,25,13,0,0,13,12,5,14,1,1,2
ERVLB4_12p11.22c,4,1,0,3,11,3,3,14,3,5,0
ERVLB4_12p13.2b,12,5,0,0,27,41,16,29,2,3,1
ERVLB4_12p13.2c,18,10,0,0,29,35,14,37,2,2,7
ERVLB4_12p13.2d,14,6,0,0,9,14,0,6,0,0,0
ERVLB4_12p13.2e,6,13,0,0,8,6,3,24,0,0,0
ERVLB4_12p13.31a,6,6,0,0,4,7,1,3,0,0,0
ERVLB4_12p13.31b,6,6,0,0,7,11,4,8,1,1,2
ERVLB4_12p13.31d,3,5,0,0,3,4,5,5,1,1,0
ERVLB4_12p13.31e,251,18,0,0,139,1175,1033,830,34,146,75
ERVLB4_12p13.31f,0,0,0,0,4,6,9,8,1,0,5
ERVLB4_12q13.13,6,4,0,1,17,8,2,6,0,1,0
ERVLB4_12q21.1b,1,0,0,0,0,1,0,0,0,0,0
ERVLB4_12q21.2,98,104,0,0,111,113,96,154,0,0,0
ERVLB4_12q21.33a,3,0,0,0,0,0,0,4,1,2,0
ERVLB4_12q24.11a,4,2,0,0,0,0,0,1,0,0,0
ERVLB4_13q12.13,2,0,0,0,2,0,0,2,0,0,0
ERVLB4_13q13.1,7,0,0,1,56,10,12,15,8,6,44
ERVLB4_13q14.11a,48,5,5,0,11,8,12,22,2,0,0
ERVLB4_13q14.11b,8,4,0,0,5,5,7,4,0,0,1
ERVLB4_13q14.2a,1,0,0,0,0,0,0,2,0,0,0
ERVLB4_13q21.31c,1,0,0,0,0,0,0,0,0,0,0
ERVLB4_13q31.1a,2,0,0,0,0,1,0,0,0,0,0
ERVLB4_13q31.2e,1,0,0,0,0,0,0,0,0,0,0
ERVLB4_13q32.2,9,3,0,5,24,31,40,34,2,2,0
ERVLB4_14q21.3d,1,0,0,0,2,0,2,2,0,3,0
ERVLB4_14q23.3,6,9,0,0,27,7,5,23,1,0,0
ERVLB4_14q31.3b,16,4,0,6,14,23,10,34,0,1,2
ERVLB4_14q32.11b,119,68,0,0,19,15,9,45,0,0,0
ERVLB4_15q11.1a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_15q11.1c,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_15q11.2a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_15q11.2v,2,0,0,0,2,0,0,0,0,0,0
ERVLB4_15q13.2a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_15q13.2c,2,0,0,0,2,0,0,1,0,0,0
ERVLB4_15q13.3a,1,2,0,0,0,4,0,4,0,0,0
ERVLB4_15q13.3b,0,2,0,0,0,0,0,0,0,0,0
ERVLB4_15q13.3c,5,0,0,0,0,0,0,0,0,0,0
ERVLB4_15q21.2,91,106,2,0,112,94,97,152,8,18,6
ERVLB4_15q26.1b,1,0,0,0,0,1,0,0,0,0,0
ERVLB4_16_KI270728v1_random(b),0,0,0,0,0,0,0,0,0,0,0
ERVLB4_16p13.3a,42,14,0,0,88,54,107,151,34,23,36
ERVLB4_16p13.3b,4,4,0,0,0,1,0,1,0,0,0
ERVLB4_16p13.3c,0,0,0,0,1,1,0,5,0,0,0
ERVLB4_16q12.1,2,3,0,0,4,5,1,2,0,0,2
ERVLB4_16q13b,4,1,0,0,24,15,12,6,1,0,0
ERVLB4_17p13.3b,1,0,0,0,0,1,0,1,13,7,5
ERVLB4_17q12,115,15,0,0,86,71,53,310,0,1,0
ERVLB4_17q21.32,48,31,0,7,54,59,36,127,41,107,69
ERVLB4_17q22c,139,180,0,0,224,299,87,450,64,91,57
ERVLB4_17q25.1,25,7,4,2,109,85,98,49,291,337,201
ERVLB4_17q25.3a,2,0,0,0,1,0,0,3,0,0,0
ERVLB4_17q25.3b,11,17,0,1,14,28,18,13,5,5,1
ERVLB4_17q25.3c,3,0,0,0,6,2,0,5,0,0,0
ERVLB4_18q22.3,1,0,0,0,0,0,0,0,0,0,0
ERVLB4_19p13.11,34,34,0,0,46,56,14,71,32,22,35
ERVLB4_19q13.12,49,52,0,0,55,59,33,103,31,69,32
ERVLB4_19q13.31a,5,2,0,0,14,5,8,6,21,17,19
ERVLB4_19q13.32,21,16,0,0,36,16,8,18,1,5,4
ERVLB4_19q13.42a,3,0,0,0,29,7,8,11,5,11,13
ERVLB4_19q13.42b,1,3,0,0,9,13,9,3,1,7,1
ERVLB4_19q13.42d,2,6,0,0,10,16,5,21,1,0,0
ERVLB4_1p21.2a,1,3,0,0,3,1,0,2,0,0,0
ERVLB4_1p22.3b,1,0,0,0,1,0,0,2,0,1,0
ERVLB4_1p31.1a,1,0,0,0,0,0,0,0,0,0,1
ERVLB4_1p34.1,11,4,0,0,2,6,6,16,0,0,0
ERVLB4_1p34.2a,6,4,0,0,37,16,20,14,1,0,0
ERVLB4_1p34.2b,1,1,0,0,0,2,5,1,0,0,0
ERVLB4_1p36.11,26,19,0,0,40,36,18,40,0,1,0
ERVLB4_1p36.12a,3,2,0,0,0,2,1,2,0,0,0
ERVLB4_1p36.12b,9,7,0,0,8,4,8,25,0,1,0
ERVLB4_1p36.22,24,19,0,2,28,19,37,23,5,1,4
ERVLB4_1q21.1a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_1q21.1b,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_1q23.1a,1,0,9,1,0,4,0,1,1060,585,759
ERVLB4_1q23.3a,3,5,0,1,19,11,9,12,4,7,2
ERVLB4_1q25.1b,24,12,0,0,19,28,16,48,2,1,0
ERVLB4_1q25.1c,65,49,1,0,24,42,60,59,1,1,1
ERVLB4_1q32.1,1,0,0,0,0,0,0,0,0,0,0
ERVLB4_1q32.2b,2,1,0,0,0,0,2,0,0,0,0
ERVLB4_1q42.13b,39,28,0,0,73,98,38,145,13,19,11
ERVLB4_1q44a,6,6,6,0,7,5,2,7,1,2,0
ERVLB4_1q44b,1,0,0,0,0,0,0,0,0,0,0
ERVLB4_20p11.23b,1,1,0,0,1,2,1,4,1,1,0
ERVLB4_20p12.3c,34,15,0,0,54,16,23,42,0,0,0
ERVLB4_20q13.12a,99,133,0,0,136,141,113,349,33,46,12
ERVLB4_21q21.1a,1,0,0,0,1,1,0,2,0,0,0
ERVLB4_21q21.3a,1,0,0,0,3,3,2,5,0,0,0
ERVLB4_21q21.3b,1,1,0,0,4,2,0,3,1,0,0
ERVLB4_21q21.3e,29,52,8,4,77,64,40,76,244,213,241
ERVLB4_21q22.11,4,1,0,0,4,4,3,14,0,0,0
ERVLB4_22q11.1a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_22q11.21a,2,3,0,0,5,7,2,5,1,4,0
ERVLB4_22q11.22a,0,3,0,0,10,12,3,10,0,2,1
ERVLB4_22q11.22d,5,3,0,0,1,3,1,6,2,0,0
ERVLB4_22q12.2,1,1,0,0,1,0,0,0,0,0,0
ERVLB4_22q13.31b,35,32,0,0,35,41,19,45,6,8,5
ERVLB4_2p11.2a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_2p11.2d,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_2p11.2e,0,0,0,0,0,2,0,0,0,0,0
ERVLB4_2p16.1c,1,4,0,0,0,5,3,0,1,0,0
ERVLB4_2p16.1d,1,0,0,0,1,2,1,1,0,0,0
ERVLB4_2p16.3,166,109,8,0,86,81,66,132,1,2,0
ERVLB4_2p21,1,1,0,0,2,0,0,4,0,0,0
ERVLB4_2p24.1b,1,0,0,0,0,0,0,1,0,0,0
ERVLB4_2p25.1a,5,6,0,0,3,5,1,6,0,0,0
ERVLB4_2p25.1b,3,1,0,0,2,4,0,2,2,3,1
ERVLB4_2p25.3,5,2,0,0,6,7,2,15,0,0,1
ERVLB4_2q11.1a,2,5,0,0,3,5,1,7,12,6,6
ERVLB4_2q13a,1,7,0,0,6,2,2,6,0,0,0
ERVLB4_2q13b,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_2q13c,0,0,0,4,3,0,0,0,55,79,2
ERVLB4_2q14.3b,7,0,0,0,0,0,0,11,0,0,0
ERVLB4_2q21.1c,5,6,0,0,12,6,4,23,4,6,1
ERVLB4_2q24.3c,0,0,0,0,1,0,0,2,0,0,0
ERVLB4_2q32.1b,5,0,0,0,2,2,1,1,0,0,0
ERVLB4_2q32.1c,1,0,0,0,1,0,1,1,0,0,0
ERVLB4_2q32.1e,3,1,0,0,1,4,0,0,0,0,0
ERVLB4_2q32.2,2,0,0,0,1,0,0,0,0,0,0
ERVLB4_2q37.1a,17,26,3,0,49,53,23,60,56,63,60
ERVLB4_2q37.1b,6,3,0,0,3,3,0,1,5,1,1
ERVLB4_2q37.3b,9,19,0,0,27,9,5,14,13,13,18
ERVLB4_3p11.1c,18,18,1,0,39,40,39,58,14,14,6
ERVLB4_3p12.3a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_3p21.31a,68,57,0,0,191,111,126,139,23,38,27
ERVLB4_3p21.31d,3,0,0,0,4,3,0,0,1,1,0
ERVLB4_3p21.31e,1,1,0,0,5,2,6,12,1,0,5
ERVLB4_3p22.1a,8,4,0,0,11,13,6,17,0,0,0
ERVLB4_3p22.3a,12,5,0,0,14,8,5,11,1,0,0
ERVLB4_3p24.1d,1,0,0,0,0,0,0,0,0,0,2
ERVLB4_3p25.3,16,15,0,0,19,24,11,20,0,0,1
ERVLB4_3p26.2a,1,0,0,0,1,4,0,0,0,0,0
ERVLB4_3p26.2b,1,4,0,0,13,5,3,7,0,0,0
ERVLB4_3q12.3,12,0,0,0,2,1,0,17,0,1,0
ERVLB4_3q13.13,22,15,0,14,26,17,5,33,0,3,1
ERVLB4_3q13.31,14,1,0,0,18,8,5,26,1,0,2
ERVLB4_3q21.2,1,0,0,0,0,0,0,0,0,0,0
ERVLB4_3q22.1b,2,1,0,0,0,0,0,0,0,0,0
ERVLB4_3q24a,2,6,0,0,4,2,2,5,0,0,0
ERVLB4_3q26.31a,1,0,0,0,0,0,1,1,0,0,0
ERVLB4_4p15.2a,75,41,0,0,34,37,14,90,0,3,2
ERVLB4_4p15.32b,1,1,0,0,28,7,9,10,4,0,2
ERVLB4_4p16.1a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_4p16.1b,0,1,0,0,0,0,0,0,0,0,0
ERVLB4_4p16.3,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_4q21.1a,2,2,0,0,7,1,11,5,0,0,0
ERVLB4_4q21.1b,2,0,0,0,5,0,1,0,0,0,0
ERVLB4_4q21.23a,1,0,0,0,1,0,0,0,0,0,0
ERVLB4_4q23b,40,29,1,0,87,81,52,133,29,38,25
ERVLB4_4q25a,2,0,0,0,0,0,0,0,0,0,0
ERVLB4_4q31.21a,9,0,0,0,21,9,10,6,0,0,0
ERVLB4_4q31.3a,40,27,0,0,9,11,4,12,0,1,0
ERVLB4_4q31.3b,27,16,0,2,7,4,1,10,0,0,0
ERVLB4_4q32.3c,11,9,47,3,26,31,27,37,4,6,3
ERVLB4_5p13.3b,1,0,0,0,0,0,0,0,0,0,0
ERVLB4_5p15.2b,1,0,0,0,1,7,6,2,0,1,0
ERVLB4_5q11.2a,1,1,0,0,0,3,0,1,0,0,0
ERVLB4_5q13.3b,11,4,0,0,13,14,8,14,0,0,0
ERVLB4_5q14.3a,2,0,0,0,0,0,0,0,0,0,0
ERVLB4_5q14.3d,1,0,0,0,0,0,1,2,0,0,1
ERVLB4_5q14.3e,2,3,0,0,0,0,1,1,0,0,0
ERVLB4_5q21.3a,3,0,0,0,5,2,2,3,0,0,0
ERVLB4_5q23.1,9,8,0,0,3,0,0,4,0,0,0
ERVLB4_5q23.2a,8,6,1,1,7,3,5,8,2,2,2
ERVLB4_5q31.1,4,3,0,0,4,24,12,7,3,0,0
ERVLB4_5q35.3c,15,8,0,0,1,0,7,42,0,0,0
ERVLB4_6p23,6,11,0,1,12,29,9,22,1,0,0
ERVLB4_6p25.3,12,3,0,0,8,1,3,2,0,0,0
ERVLB4_6q14.1d,1,2,0,0,1,1,2,1,0,0,0
ERVLB4_6q14.1e,8,7,0,0,14,9,5,11,0,3,0
ERVLB4_6q15a,4,2,0,0,0,0,0,0,0,0,0
ERVLB4_6q16.1d,51,48,2,5,82,75,27,120,34,25,31
ERVLB4_6q21c,7,6,0,0,19,18,8,22,1,0,1
ERVLB4_6q22.31a,4,0,0,0,1,3,0,2,0,0,0
ERVLB4_6q23.2a,9,0,11,2,30,13,14,23,1,0,1
ERVLB4_6q23.2c,10,13,0,0,11,8,6,115,9,5,10
ERVLB4_6q24.1c,23,15,0,0,55,54,28,48,1,1,2
ERVLB4_7p14.1,20,22,0,0,24,21,14,30,2,1,3
ERVLB4_7q11.22a,2,0,0,0,0,0,0,0,0,0,0
ERVLB4_7q21.3a,5,1,0,0,2,3,2,10,2,1,0
ERVLB4_7q21.3b,21,48,0,0,63,45,39,89,9,5,0
ERVLB4_7q22.1a,1,0,0,0,3,6,8,1,1,1,6
ERVLB4_7q31.1c,9,3,0,0,7,5,3,10,0,0,3
ERVLB4_7q34c,1,1,0,0,0,3,0,6,0,0,0
ERVLB4_7q36.1a,36,21,1,3,117,75,58,88,24,32,13
ERVLB4_7q36.1b,8,7,0,0,2,6,1,4,0,0,0
ERVLB4_7q36.3a,19,9,0,0,19,10,13,16,1,1,0
ERVLB4_7q36.3b,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_8p11.22a,48,9,6,5,69,32,84,28,3,2,0
ERVLB4_8p11.23b,58,55,0,10,217,89,102,117,183,129,101
ERVLB4_8p12b,44,42,0,0,36,41,24,35,1,0,1
ERVLB4_8p12c,1,1,0,0,1,1,11,2,0,0,0
ERVLB4_8p21.1c,2,0,0,0,0,0,0,0,0,0,0
ERVLB4_8p21.3a,50,21,0,0,211,236,198,36,8,22,1
ERVLB4_8p21.3b,9,4,0,0,10,15,3,18,0,0,3
ERVLB4_8p23.1a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_8p23.1b,0,0,0,0,0,1,0,0,0,0,0
ERVLB4_8p23.1c,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_8p23.1d,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_8p23.1e,0,1,0,0,0,1,1,0,0,0,0
ERVLB4_8p23.1f,0,0,0,0,0,0,1,0,0,0,0
ERVLB4_8p23.1g,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_8p23.1h,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_8p23.1i,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_8p23.1k,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_8p23.1l,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_8p23.1m,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_8p23.1n,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_8p23.1o,0,1,0,0,0,0,0,0,0,0,0
ERVLB4_8q21.11b,5,1,0,0,5,9,8,6,0,0,0
ERVLB4_8q21.13a,1,0,0,0,0,0,0,0,0,0,0
ERVLB4_8q21.13c,3,2,0,0,5,7,3,10,4,4,29
ERVLB4_8q21.13d,7,3,0,0,22,27,14,32,13,13,85
ERVLB4_8q22.1,6,0,0,0,43,26,20,11,6,1,4
ERVLB4_8q23.1d,1,1,0,0,13,5,6,1,4,1,0
ERVLB4_8q24.21,1,0,0,0,0,0,1,2,0,0,0
ERVLB4_8q24.3b,2,0,0,0,1,18,3,10,0,3,0
ERVLB4_9q21.2,1,0,0,0,0,0,0,0,0,0,0
ERVLB4_9q22.2b,1,0,0,0,9,4,3,6,0,1,0
ERVLB4_9q22.2c,12,2,0,0,21,6,2,27,0,1,0
ERVLB4_9q22.33a,2,0,0,0,0,0,0,0,0,0,1
ERVLB4_9q22.33b,333,294,0,7,1384,966,691,1000,453,345,380
ERVLB4_9q22.33d,24,10,0,0,17,29,7,29,3,7,0
ERVLB4_9q31.2,2,6,0,0,21,17,19,13,0,1,1
ERVLB4_9q34.11,1,1,0,0,2,0,1,4,0,0,0
ERVLB4_Xp11.21a,13,9,0,0,51,44,31,42,3,8,4
ERVLB4_Xp11.21b,1,2,0,0,0,0,0,3,1,0,0
ERVLB4_Xp11.21c,3,5,0,0,3,6,2,4,0,0,0
ERVLB4_Xp11.22a,4,9,0,0,4,9,1,3,0,0,0
ERVLB4_Xp11.22b,1,4,0,0,0,5,3,2,0,0,0
ERVLB4_Xp11.22c,1,1,0,0,1,9,1,9,0,0,0
ERVLB4_Xp11.22f,1,0,0,0,1,0,3,0,0,0,0
ERVLB4_Xp11.23a,1,0,0,0,3,1,2,3,0,0,0
ERVLB4_Xp11.23b,4,4,0,0,0,0,0,4,0,0,0
ERVLB4_Xp11.3c,1,0,0,0,0,2,0,0,0,0,0
ERVLB4_Xq11.1b,7,7,0,0,20,10,1,10,0,2,1
ERVLB4_Xq12a,4,4,0,0,1,2,0,3,0,0,0
ERVLB4_Xq12b,5,9,0,0,3,6,0,3,0,0,0
ERVLB4_Xq21.1b,1,0,0,0,0,0,0,0,0,0,0
ERVLB4_Xq22.1f,1,0,0,0,7,6,2,2,0,2,4
ERVLB4_Xq22.1h,2,3,0,0,6,1,2,2,1,0,2
ERVLB4_Xq26.2b,4,0,0,0,1,4,3,2,0,0,0
ERVLB4_Xq26.3a,65,38,0,0,159,125,90,206,62,65,80
ERVLB4_Xq26.3y,21,14,0,0,26,37,17,37,11,10,3
ERVLB4_Xq28b,7,2,0,4,7,9,15,12,12,6,4
ERVLB4_Yq11.221b,1,0,0,0,0,0,0,0,0,0,0
ERVLE_1_KI270711v1_random,4,0,0,6,0,0,0,0,3,2,2
ERVLE_10p11.22b,4,5,0,0,4,3,0,8,0,1,1
ERVLE_10p11.23,2,0,0,0,1,0,2,2,1,0,0
ERVLE_10p12.1a,0,0,0,0,0,0,0,0,0,0,0
ERVLE_10p14a,1,0,0,0,0,0,0,0,1,1,0
ERVLE_10p14f,2,0,0,0,0,0,0,0,0,0,0
ERVLE_10p15.1d,7,2,0,0,45,36,47,21,0,0,0
ERVLE_10q21.2,4,0,0,0,0,0,0,6,0,0,0
ERVLE_10q23.31a,2,0,0,0,0,2,4,5,0,0,0
ERVLE_10q25.3a,2,1,0,0,4,3,8,2,0,1,0
ERVLE_10q26.11a,16,3,0,0,9,5,7,17,0,0,0
ERVLE_10q26.3d,3,0,0,0,8,3,1,1,0,1,0
ERVLE_11p11.2a,2,2,0,1,5,1,3,2,1,0,0
ERVLE_11p11.2c,21,10,0,0,64,73,27,31,29,6,8
ERVLE_11p14.1a,1,0,0,0,0,0,1,0,0,0,0
ERVLE_11p15.2a,4,4,0,0,1,7,1,6,1,0,3
ERVLE_11p15.2b,22,19,0,0,21,20,10,33,0,0,0
ERVLE_11p15.4c,3,2,0,0,8,3,4,3,0,0,4
ERVLE_11p15.4e,8,3,0,0,23,10,11,10,0,4,3
ERVLE_11p15.4f,1,0,0,0,1,0,0,1,0,2,1
ERVLE_11p15.5a,1,1,0,0,4,1,1,1,0,0,0
ERVLE_11q13.3b,8,7,0,0,41,20,25,18,0,1,0
ERVLE_11q13.4a,0,0,0,0,0,0,0,0,0,0,0
ERVLE_11q13.4c,2,2,0,1,0,3,4,2,0,0,0
ERVLE_11q13.4g,52,26,0,2,53,73,59,165,44,25,14
ERVLE_11q13.5a,2,3,0,0,0,4,1,2,2,0,0
ERVLE_11q14.2a,11,14,0,0,22,45,21,45,112,92,72
ERVLE_11q14.2c,4,2,0,0,6,3,2,3,3,1,1
ERVLE_11q14.3d,2,0,0,0,0,1,0,0,0,0,0
ERVLE_11q21b,1,8,0,0,7,6,2,8,1,0,1
ERVLE_11q22.3a,19,3,0,0,17,4,13,47,7,3,2
ERVLE_11q22.3f,18,7,0,0,6,12,9,16,0,0,0
ERVLE_11q22.3i,3,6,0,0,5,22,7,3,4,3,3
ERVLE_11q22.3j,5,6,0,0,3,5,1,10,0,0,0
ERVLE_11q22.3k,0,0,0,0,0,0,0,0,0,0,0
ERVLE_11q23.3c,8,2,6,3,71,42,27,16,98,151,2
ERVLE_11q23.3d,4,8,0,0,8,5,5,16,0,0,0
ERVLE_11q23.3e,1,2,0,0,0,1,1,1,2,2,2
ERVLE_11q24.2a,6,1,0,0,3,2,6,2,0,0,0
ERVLE_11q24.3e,1,2,0,0,2,1,2,3,0,0,0
ERVLE_12p11.21b,74,84,0,2,70,106,49,236,10,13,9
ERVLE_12p11.23,170,156,2,11,330,295,138,417,57,86,58
ERVLE_12p12.1a,119,40,0,0,216,215,101,280,17,28,14
ERVLE_12p13.1a,2,1,0,0,2,1,2,12,0,0,0
ERVLE_12p13.1b,1,0,0,0,4,0,2,2,0,0,0
ERVLE_12p13.2a,4,5,0,0,6,13,2,2,1,1,0
ERVLE_12p13.2b,20,2,5,0,13,12,11,21,0,0,0
ERVLE_12p13.2c,40,67,0,2,16,8,8,17,0,0,0
ERVLE_12p13.2d,4,2,0,0,2,0,1,0,0,0,0
ERVLE_12p13.31a,1,0,0,0,17,2,15,11,0,6,0
ERVLE_12p13.31c,2,0,0,0,16,2,4,10,0,0,2
ERVLE_12p13.33,1,0,0,0,0,1,0,0,0,0,1
ERVLE_12q13.11a,3,0,0,0,2,0,0,2,0,0,0
ERVLE_12q13.12,6,9,1,0,16,14,3,6,1,3,0
ERVLE_12q14.3a,2,4,1,0,63,30,47,16,1,5,8
ERVLE_12q15,1,0,0,0,1,0,0,3,0,0,0
ERVLE_12q21.33,24,10,0,0,43,33,25,41,8,7,12
ERVLE_12q22,1,0,0,0,0,1,3,0,0,0,0
ERVLE_12q23.3a,4,4,0,0,8,16,11,15,4,1,0
ERVLE_12q24.21,1,0,0,0,1,0,1,1,0,0,0
ERVLE_13q12.11,36,23,0,0,68,90,37,136,11,15,3
ERVLE_13q12.12,29,23,0,0,6,12,1,46,0,0,0
ERVLE_13q12.13b,1,8,0,0,28,8,4,4,2,0,0
ERVLE_13q13.1a,17,10,0,0,4,3,5,8,0,0,0
ERVLE_13q13.3b,2,0,0,0,0,0,0,0,0,0,0
ERVLE_13q14.11,2,0,0,0,0,0,0,1,0,0,0
ERVLE_13q14.13,64,57,0,3,123,125,63,149,56,59,33
ERVLE_13q14.3,1,0,0,0,3,1,0,1,0,0,0
ERVLE_13q21.31c,1,0,0,0,0,0,0,0,0,0,0
ERVLE_13q21.31d,1,0,0,0,0,0,0,0,0,0,0
ERVLE_13q22.1b,143,354,0,0,91,251,81,563,1,0,1
ERVLE_13q32.1b,113,22,0,3,33,28,16,43,2,0,0
ERVLE_13q32.2,0,0,0,0,0,0,0,1,0,0,0
ERVLE_13q32.3,6,15,0,0,2,1,1,2,0,0,0
ERVLE_13q33.3e,1,0,0,0,5,0,2,0,0,0,0
ERVLE_13q33.3f,1,0,0,0,15,0,6,4,0,1,0
ERVLE_13q34b,1,0,0,0,0,0,0,0,0,1,0
ERVLE_14q12b,4,6,0,0,10,11,8,6,3,13,3
ERVLE_14q12d,6,2,0,0,0,4,1,10,0,0,0
ERVLE_14q21.1i,2,0,0,0,0,0,0,0,0,0,0
ERVLE_14q21.3e,17,8,0,0,16,35,6,21,0,1,5
ERVLE_14q22.1,7,34,0,0,21,13,3,23,6,16,10
ERVLE_14q23.1,7,0,0,0,5,3,1,1,1,0,0
ERVLE_14q23.2,2,0,0,0,0,1,0,1,0,0,0
ERVLE_14q24.3,22,11,2,0,7,13,2,6,0,0,1
ERVLE_14q31.1b,1,0,0,0,1,0,0,2,0,0,0
ERVLE_14q31.3c,1,0,0,0,0,0,0,0,0,0,0
ERVLE_14q31.3d,2,2,0,0,1,4,4,3,0,0,0
ERVLE_14q31.3e,1,2,0,0,6,5,0,6,3,2,2
ERVLE_14q31.3h,9,5,5,6,5,8,7,10,24,42,99
ERVLE_14q32.12a,1,8,0,0,0,0,0,1,0,0,0
ERVLE_14q32.32b,1,0,0,0,4,3,2,9,0,3,0
ERVLE_14q32.32c,1,0,0,0,0,2,1,0,0,0,0
ERVLE_15q11.1,0,0,0,0,0,0,0,0,0,0,0
ERVLE_15q13.2,0,0,0,0,0,0,0,0,0,0,0
ERVLE_15q13.3c,1,0,0,0,0,0,0,3,0,0,0
ERVLE_15q21.2,14,6,0,0,13,12,7,15,1,0,1
ERVLE_15q24.1,3,0,0,0,0,0,0,0,0,0,0
ERVLE_15q25.1a,53,47,11,0,54,25,23,41,3,4,0
ERVLE_15q25.1f,7,3,0,0,23,12,21,9,3,10,5
ERVLE_15q25.3a,47,18,0,0,12,16,24,25,2,1,2
ERVLE_15q25.3b,4,5,1,3,4,7,4,21,1301,860,739
ERVLE_15q26.3c,25,24,0,0,41,45,20,64,6,5,4
ERVLE_15q26.3d,6,9,3,0,21,25,5,32,4,7,1
ERVLE_16p11.2a,0,0,0,0,0,0,0,0,0,0,0
ERVLE_16p11.2b,6,3,0,0,14,1,3,13,3,0,2
ERVLE_16p11.2c,3,4,0,0,2,1,0,2,0,0,0
ERVLE_16p12.1b,32,38,0,0,92,72,47,107,3,9,4
ERVLE_16p12.1c,0,0,0,0,0,6,1,2,0,3,0
ERVLE_16p13.3a,13,14,0,0,29,24,17,35,11,5,4
ERVLE_16p13.3b,9,21,0,0,9,18,5,15,12,4,7
ERVLE_16q12.1a,0,1,0,0,0,2,0,1,0,0,0
ERVLE_16q12.1b,2,0,0,0,1,0,2,1,0,0,1
ERVLE_16q23.2,1,0,0,0,3,1,0,1,0,0,0
ERVLE_16q23.3,3,2,0,0,3,1,1,4,3,3,4
ERVLE_17p11.2c,40,85,1,0,159,286,545,234,58,42,52
ERVLE_17p13.1,14,1,1,0,90,37,40,15,8,8,22
ERVLE_17q11.2b,1,0,0,0,0,0,0,0,0,0,0
ERVLE_17q11.2c,4,7,0,0,3,3,9,6,0,0,0
ERVLE_17q12,56,13,0,0,62,34,18,106,0,0,0
ERVLE_17q21.1,2,4,0,0,8,4,3,8,0,0,0
ERVLE_17q22c,2,0,0,0,2,1,2,2,0,2,0
ERVLE_17q24.2b,1,0,0,0,3,5,2,9,0,0,0
ERVLE_17q24.3a,2,6,0,0,1,0,1,2,0,0,0
ERVLE_17q25.1b,1,0,0,0,5,0,0,14,0,0,0
ERVLE_17q25.3a,31,51,0,1,14,32,18,30,0,0,3
ERVLE_17q25.3b,2,1,0,0,1,3,2,1,0,0,0
ERVLE_18p11.21b,12,4,0,0,14,5,8,20,0,1,1
ERVLE_18p11.21d,19,8,0,0,24,11,15,24,2,0,1
ERVLE_18p11.31a,1,0,0,0,2,0,0,1,0,1,0
ERVLE_18q11.2c,20,15,0,3,83,26,16,27,0,1,5
ERVLE_18q12.2a,14,13,0,0,32,40,13,52,5,4,0
ERVLE_18q12.2b,1,0,0,0,0,1,0,1,0,0,0
ERVLE_18q12.3g,1,1,0,0,1,0,0,0,0,0,0
ERVLE_18q21.33,2,2,0,0,2,5,2,4,0,1,0
ERVLE_19p12,1,0,0,0,0,0,0,0,0,0,0
ERVLE_19p13.2a,221,169,3,0,173,212,85,499,22,20,22
ERVLE_19p13.2c,11,23,0,0,8,11,2,11,1,0,0
ERVLE_19q13.12a,17,19,0,0,1,0,13,15,0,0,0
